Track_name;Artist_Name;genra;lyrics
I Could Use a Love Song;Maren Morris;country;Usually a drink will do the trick Take the edge off quick, sittin' in the dark With a shared cigarette Seeing eye-to-eye and heart-to-heart But maybe I'm just gettin' old Used to work, but now it don't   A long gone drive You know the kind where you take a turn And you don't know why But it clears your mind, a surefire cure I need somethin' stronger That'll last a little longer   I could use a love song That takes me back, just like that When it comes on To a time when I wouldn't roll my eyes At a guy and a girl Who make it work in a world That for me so far just seems to go so wrong Yeah, I could use, I could use a love song See Maren Morris LiveGet tickets as low as $38You might also like I wish I didn't know so much I peeked behind the curtain Now that magic rush Feels like a trick that isn't workin' But I haven't lost all hope yet Yeah, it's hurtin', but it ain't dead   I could use a love song That takes me back, just like that When it comes on To a time when I wouldn't roll my eyes At a guy and a girl Who make it work in a world That for me so far just seems to go so wrong Yeah, I could use, I could use a love song  [Bridge] Give me a sign or a rhyme or a reason Just somethin' that I can believe in   I could use a love song That takes me back, just like that When it comes on To a time when I wouldn't roll my eyes At a guy and a girl Who make it work in a world That for me so far just seems to go so wrong Yeah, I could use Yeah, I could use, I could use a love song3Embed;
Stay A Little Longer;Brothers Osborne;country;Yeah, something of a strong wind is coming over me It's got a hold of me, yeah Thinking and doing things I shouldn't be I really I shouldn't be  [Pre-Chorus] Yeah, but one more call It's the one more �What'cha doing right now?� It's the one more trip to my side of town and you walk right in It's the one more here we go again   One more drink leads to another You slide up close to me Tearin' t-shirts off each other Your hands all over me I tell myself I'm not in love But one more time is not enough One last kiss and then you're a goner I'm lyin' here, wishin' you could stay a little longer   So calm and so cool, yeah I try to be Like it don't bother me The last time was the last time Until I'm all alone, then I'm picking up the phone See Brothers Osborne LiveGet tickets as low as $56You might also like[Pre-Chorus] Yeah, it's the one more call It's the one more �What'cha doing right now?� It's the one more trip to my side of town and you walk right in It's the one more here we go again   One more drink leads to another You slide up close to me Tearin' t-shirts off each other Your hands all over me I tell myself I'm not in love But one more time is not enough One last kiss and then you're a goner I'm lyin' here, wishin' you could stay a little longer Yeah   Yeah, one more drink leads to another You slide up close to me Tearin' t-shirts off each other Your hands all over me I tell myself I'm not in love But one more time is not enough One last kiss and then you're a goner I'm lyin' here, wishin' you could stay a little longer Stay a little longer Wishing you could stay a little longer Mmm-hmm, oh [Instrumental]9Embed;
Follow Your Arrow;Kacey Musgraves;country;If you save yourself for marriage, you're a bore If you don't save yourself for marriage, you're a horrible person If you won't have a drink, then you're a prude But they'll call you a drunk as soon as you down the first one If you can't lose the weight, then you're just fat But if you lose too much, then you're on crack You're damned if you do and you're damned if you don't So, you might as well just do whatever you want  So make lots of noise (Hey) Kiss lots of boys (Yeah) Or kiss lots of girls, if that's somethin' you're into When the straight and narrow gets a little too straight Roll up a joint, or don't Just follow your arrow wherever it points, yeah Follow your arrow wherever it points   If you don't go to church, you'll go to Hell If you're the first one on the front row, you're a self-righteous son of a Can't win for losin', you'll just disappoint 'em Just 'cause you can't beat 'em, don't mean you should join 'em   So make lots of noise (Hey) Kiss lots of boys (Yeah) Or kiss lots of girls, if that's somethin' you're into When the straight and narrow gets a little too straight Roll up a joint, or don't Just follow your arrow wherever it points, yeah Follow your arrow wherever it points See Kacey Musgraves LiveGet tickets as low as $20You might also like[Bridge] Say what you think (Say what you think) Love who you love (Love who you love) 'Cause you just get so many trips around the sun Yeah, you only, only live once   So make lots of noise (Hey) Kiss lots of boys (Yeah) Or kiss lots of girls, if that's what you're into When the straight and narrow gets a little too straight Roll up a joint, I would And follow your arrow wherever it points, yeah Follow your arrow wherever it points27Embed;
Burning House;Cam;country;  I had a dream about a burning house You were stuck inside, I couldn't get you out I laid beside you and pulled you close And the two of us went up in smoke Love isn't all that it seems I did you wrong I'll stay here with you until this dream is gone   I've been sleepwalking Been wandering all night Trying to take what�s lost and broke And make it right I've been sleepwalking Too close to the fire But it's the only place that I can hold you tight In this burning house   See you at a party and you look the same I could take you back but people don't ever change Wish that we could go back in time I'd be the one you thought you'd find Love isn't all that it seems I did you wrong I'll stay here with you until this dream is gone You might also like I've been sleepwalking Been wandering all night Trying to take what�s lost and broke And make it right I've been sleepwalking Too close to the fire But it's the only place that I can hold you tight In this burning house  [Bridge] The flames are getting bigger now In this burning house I can hold on to you somehow In this burning house Oh, and I don't want to wake up In this burning house   I've been sleepwalking Been wandering all night Trying to take what�s lost and broke And make it right I've been sleepwalking Too close to the fire But it's the only place that I can hold you tight In this burning house60Embed;
Homesick;Kane Brown;country;Dancin' in the kitchen, you singin' my favorite song Swingin' on the front porch, just laughin' at the dogs How you swear you love me more when you're whispering, "Goodnight" All those little moments are every reason why   I'm homesick This feelin' that I'm feeling' No, it don't quit It's like half of me is missin' Heaven knows it That all I wanna do Is be alone with Your brown eyes all tangled up Just holdin' Onto you tonight Until the mornin' Baby, that's the damn truth If home is where the heart is I'm homesick for you   Well, it says "Kane Brown" on a sign with a line out the door It sold out some little town I've never been before Yeah, they're screamin' my name, this is what we dreamed about But out here singin' 'bout you, baby, all I'm thinkin' 'bout See Kane Brown LiveGet tickets as low as $35You might also like I'm homesick This feelin' that I'm feeling' No, it don't quit It's like half of me is missin' Heaven knows it That all I wanna do Is be alone with Your brown eyes all tangled up Just holdin' Onto you tonight Until the mornin' Baby, that's the damn truth If home is where the heart is I'm homesick for you  [Bridge] Homesick for you Yeah, yeah   I'm homesick This feelin' that I'm feelin' No, it don't quit It's like half of me is missin' Heaven knows it That all I wanna do Is be alone with Your brown eyes, just tangled up Just holdin' Onto you tonight Until the mornin' Baby, that's the damn truth If home is where the heart is I'm homesick for you [Outro] I'm homesick for you Yeah, yeah3Embed;
Wilder Days;Morgan Wade;country;Hand in my hair and you said I looked pretty You're so devious, rode in From the Windy City I ain't gotta clear view Tell me what you want me to do and Tell me every single secret in your mind Come on, baby, we got nothing but time You say, I'm too young for you You're scared I'm too right for you   You said you hate the smell of cigarette smoke You only used to smoke when you drank When you lived in Chicago Unsure where the wind blows I wish I'd known you in your wilder days And now here we go You got me falling in love again You gotta secret, I wanna keep it I wish I'd known you in your wilder days   The way you move your hands across my body Kissing you in a hotel lobby Baby  I don't wanna lose this feeling You're giving me something to believe in And who were you before I knew your name? Were you drunk at midnight waiting for the train? You could have been anyone back then Just another kid reaching for the wind See Morgan Wade LiveGet tickets as low as $24You might also like You said you hate the smell of cigarette smoke You only used to smoke when you drank When you lived in Chicago Unsure where the wind blows I wish I'd known you in your wilder days And now here we go You got me falling in love again You gotta secret, I wanna keep it I wish I'd known you in your wilder days  [Bridge] What were you like when you were a little wilder? Why don't you show me? Why don't you show me? What you were like when you got a little higher? Just for tonight, just for tonight   You said you hate the smell of cigarette smoke You only use to smoke when you drank When you lived in Chicago Unsure where the wind blows I wish I'd known you in your wilder days And now here we go You got me falling in love again You gotta secret, I wanna keep it I wish I'd known you in your wilder days I wish I'd known you in your wilder days I wish I'd known you in your wilder daysEmbed;
Good Vibes;Chris Janson;country;I ain't watching TV today Bad news, it can just stay away If you ain�t got anything good to say Then shut your mouth I got my windows down and my blinders on Radio set to my favorite song All green lights on the road I'm on Man, there ain't no doubt   I�m getting them good vibes I'm living this good life I'm breathing on God's time And I ain't gonna waste one breath I'm soaking it all up I got me a full cup And there ain't nothing gonna spill it Nothing gonna kill it Waving them worries goodbye I'm feeling them good vibes   I ain�t tryna hear the negative I�m just tryna change the narrative It's simply imperative That we all have a damn good time See Chris Janson LiveGet tickets as low as $50You might also like I�m getting them good vibes I'm living this good life I'm breathing on God's time And I ain�t gonna waste one breath I'm soaking it all up I got me a full cup And there ain't nothing gonna spill it Nothing gonna kill it Waving them worries goodbye I'm feeling them good vibes Oh, I'm feeling them good vibes  [Bridge] I got a good girl She got a good smile I kiss her good morning I kiss her good night We keep it on the up That's how we get down So don't be coming around   Unless you got them good vibes I'm living this good life I'm breathing on God's time And I ain't gonna waste one breath I'm soaking it all up I got me a full cup And there ain't nothing gonna spill it Nothing gonna kill it Waving them worries goodbye I'm feeling them good vibes I'm breathing on God's time And I ain't gonna waste one breath I'm soaking it all up I got me a full cup And there ain't nothing gonna spill it Nothing gonna kill it Waving them worries goodbye I'm feeling them good vibes Oh, I'm feeling them good vibes Yeah2Embed;
Better Man;Little Big Town;country;I know I�m probably better off on my own Than lovin' a man who didn�t know what he had when he had it And I see the permanent damage you did to me Never again, I just wish I could forget when it was magic  [Pre-Chorus] I wish it wasn't 4 AM, standing in the mirror Saying to myself, you know you had to do it I know the bravest thing I ever did was run   Sometimes, in the middle of the night, I can feel you again But I just miss you, and I just wish you were a better man And I know why we had to say goodbye like the back of my hand And I just miss you, and I just wish you were a better man A better man   I know I�m probably better off all alone Than needing a man who could change his mind At any given minute And it�s always on your terms I�m hanging on every careless word Hoping it might turn sweet again Like it was in the beginning [Pre-Chorus 2] But your jealousy, I can hear it now You�re talking down to me like I'll always be around You push my love away like it's some kind of loaded gun Boy, you never thought I�d run   Sometimes, in the middle of the night, I can feel you again But I just miss you, and I just wish you were a better man And I know why we had to say goodbye like the back of my hand And I just miss you, and I just wish you were a better man A better man Better man  [Bridge] I hold onto this pride because these days, it's all I have And I gave you my best and we both know you can't say that You can't say that I wish you were a better man I wonder what we would�ve become If you were a better man We might still be in love If you were a better man You would've been the one If you were a better man Yeah, yeah See Little Big Town LiveGet tickets as low as $36You might also like Sometimes, in the middle of the night, I can feel you again But I just miss you, and I just wish you were a better man And I know why we had to say goodbye like the back of my hand And I just miss you and I just wish you were a better man  [Outro] We might still be in love, if you were a better man Could've been the one, if you were a better man We might still be in love, if you were a better man Better man16Embed;
Famous Friends;Chris Young;country;My buddy Brandon holds the record For single-season touchdown throws And good ol' Johnny, he's the life of every party It's like Cheers, they know him everywhere he goes  [Chorus: Chris Young & Kane Brown] I've got some famous friends you've probably never heard of But back in Rutherford County, our crowd is second to none You might not know 'em here in this big city we're in But when I go back home, I've got some famous friends Yeah, I do  [Verse 2: Kane Brown] My buddy Jason, he's the sheriff He'll flash his lights, but lt me go My boy Randy, he's a preachr My girl Megan, she's been teacher of the year I swear for five years in a row  [Chorus: Chris Young & Kane Brown] I've got some famous friends you've probably never heard of But back in Hamilton County, our crowd is second to none You might not know 'em here in this big city we're in But when I go back home, I've got some famous friends Yeah, I do You might also like[Bridge: Kane Brown & Chris Young] I got friends in high places, on these small town roads 'Cause 'round here, it's all about the people that you know  [Chorus: Chris Young & Kane Brown] And I've got some famous friends you've probably never heard of But back in Davidson County, our crowd is second to none You might not know 'em here in this big city we're in But when I go back home, I've got some famous friends Yeah, I do  [Outro: Chris Young & Kane Brown] (Ooh) Yeah, I do Might not know 'em here in this big city we're in But when I go back home, I've got some famous friends, yeah I've got some famous friends (I've got some famous friends) Yeah4Embed;
Day Drinking;Little Big Town;country;Everybody's always waiting on Friday Watching that clock and sitting on go Whatcha' say we find a little warm sunshine An open umbrella on the patio I don't need a reason or a happy hour Ain't hangin' 'round for a fireworks show Get a head start, a little sip of somethin' Off and running, here we go One, two, three, here we go   Don't wanna wait 'til the sun's sinking We could be feeling alright I know you know what I'm thinking Why don't we do a little day drinking? Why don't we do a little day drinking?   Blame it on the work day Blame it on the heatwave Blame it on the tick-tock movin' too slow Blame it on any old thing you want to Ready, get set, baby, here we go   Don't wanna wait 'til the sun's sinking We could be feeling alright I know you know what I'm thinking Why don't we do a little day drinking? See Little Big Town LiveGet tickets as low as $36You might also like[Bridge] Day drinking, d-d-d-day drinking Day drinking, d-d-d-day drinking   Why don't we do a little day drinking? Don't wanna wait 'til the sun's sinking We could be feeling alright I know you know what I'm thinking Why don't we do a little day drinking? Don't wanna wait 'til the sun's sinking We could be feeling all right I know you know what I'm thinking Why don't we do a little day drinking? Why don't we do a little day drinking? Why don't we do a little day drinking?5Embed;
I Hold On;Dierks Bentley;country;It's just an old beat up truck Some say that I should trade up Now that I got some jangle in my pocket But what they don�t understand Is it's the miles that make a man I wouldn�t trade that thing in for a rocket What they don�t know is my dad and me� We drove her out to Tennessee And she�s still here and now he�s gone So I hold on   It's just an old beat up box Its rusty strings across the top It probably don�t look like much to you But these dents and scratches in the wood Yeah, that�s what makes it sound so good To me it's better than brand new You see this here flat top guitar Has had my back in a million bars Singing every country song So I hold on   To the things I believe in My faith, your love, our freedom To the things I can count on To keep me going strong Yeah, I hold on, I hold on Like the stripes to the flag Like a boy to his dad I can't change who I am, right or wrong So I hold on See Dierks Bentley LiveGet tickets as low as $8You might also like Yeah, baby, looking at you right now There ain't never been no doubt Without you I'd be nothing So if you ever worry about Me walking out Yeah, let me tell you something I hold on I hold on Can you hear me, baby? I hold on Yeah I hold on�   To the things I believe in My faith, your love, our freedom To the things I can count on To keep me going strong To the things I believe in My faith, your love, our freedom To the things I can count on To keep me going strong Yeah, I hold on, I hold on I hold on and on and on and on and on I hold on and on and on and on and on6Embed;
Caught Up In The Country;Rodney Atkins;country;Square bales, flatbeds Clothesline, sunsets Sky blue, barn red Wind chimes, front porch Good dogs, wood floors Work boots, open doors And miles and miles of John Deere green Freedom far as I can see A road to run and room to breathe That's who I am and I'll always be   Caught up in the country The only way I wanna be Somewhere where the road ends Out there where the creek bends That's where you can find me With them fields of gold and cotton rows That never ending sky I take it slow and easy roaming this life Caught up in the country   Just look at 'em stars Must be a billion of 'em They just doing they thing Right where God put 'em You might also like[Pre-Chorus] If this ain't heaven it's halfway there You can feel it in the air   Caught up in the country The only way I wanna be Somewhere where the road ends Out there where the creek bends That's where you can find me (Find me) With them fields of gold and cotton rows That never ending sky I take it slow and easy roaming this life Caught up in the country (I was brought up in it) Caught up in the country (Oh and good Lord willin') (Yes I am my way, I'll stay) (Caught up in it, caught up in it) Somewhere where the road ends Out there where the creek bends That's where you can find me (I was brought up in it)   With them fields of gold and cotton rows That never ending sky I take it slow and easy roaming this life Miles and miles of John Deere green (Caught up in the country) Freedom far as I can see (Caught up in the country) A road to run and room to breathe That's who I am and I'll always be [Outro] (Caught up in the country) (Caught up in the country) (Caught up in the country) (in this life) Caught up in the country1Embed;
Mean;Taylor Swift;country;You, with your words like knives And swords and weapons that you use against me You have knocked me off my feet again Got me feeling like I'm nothing You, with your voice like nails on a chalkboard Calling me out when I'm wounded You, pickin' on the weaker man  [Pre-Chorus] Well, you can take me down With just one single blow But you don't know what you don't know   Someday, I'll be livin' in a big, ole city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean?   You, with your switching sides And your wildfire lies and your humiliation You have pointed out my flaws again As if I don't already see them I walk with my head down, trying to block you out 'Cause I'll never impress you I just wanna feel okay again See Taylor Swift LiveGet tickets as low as $1,702You might also like[Pre-Chorus] I bet you got pushed around Somebody made you cold But the cycle ends right now 'Cause you can't lead me down that road And you don't know what you don't know   Someday, I'll be livin' in a big, ole city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean?  [Bridge] And I can see you years from now in a bar Talking over a football game With that same big, loud opinion But nobody's listening Washed up and ranting about the same old bitter things Drunk and grumblin' on about how I can't sing But all you are is mean  [Buildup] All you are is mean And a liar, and pathetic And alone in life, and mean And mean, and mean, and mean  But someday, I'll be livin' in a big, ole city And all you're ever gonna be is mean Yeah, someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean? Someday, I'll be livin' in a big, ole city (Why you gotta be so mean?) And all you're ever gonna be is mean (Why you gotta be so mean?) Someday, I'll be big enough so you can't hit me (Why you gotta be so mean?) And all you're ever gonna be is mean Why you gotta be so mean?41Embed;
Mine Would Be You;Blake Shelton;country;[Produced by Scott Hendricks]   What's your all-time high, your good as it gets? Your hands down best ever make-up sex? What's your guilty pleasure, your old go to? Well if you asked me, mine would be you   What's your worst hangover, your best night yet? Your 90 proof, your Marlboro Red? The best damn thing you lucked into That's easy girl, mine would be you   Mine would be you Sun keeps shinin', back road flyin' Singin' like crazy fools Makin' up our own words, laughin' 'til it hurts Baby, if I had to choose My best day ever, my finest hour My wildest dream come true Mine would be you See Blake Shelton LiveGet tickets as low as $75You might also like What's your double dare, your go all in? The craziest thing you ever did? Plain as your name in this tattoo Look on my arm, mine would be you   Mine would be you Sun keeps shinin', back road flyin' Singin' like crazy fools Makin' up our own words, laughin' 'til it hurts Baby, if I had to choose My best day ever, my finest hour My wildest dream come true Mine would be you  [Bridge] What's the greatest chapter in your book? Are there pages where it hurts to look? What's the one regret you can't work through? You got it baby, mine would be you Yeah, you got it baby, mine would be you   Mine would be you Taillights fadin', daylight breakin' Standing there like a fool When I should've been runnin', yellin' out somethin' To make you want to hold on to The best love ever, girl, can you tell me The one thing you'd rather die than lose? 'Cause mine would be you [Outro] Mine would be...you5Embed;
Ain't Nothing 'Bout You;Brooks & Dunn;country;Once I thought that love was something I could never do Never knew that I could feel this much But this yearning in the deep part of my heart for you Is more than a reaction to your touch It's a perfect passion And I can't get enough   The way you look, the way you laugh The way you love with all you have There ain't nothing 'bout you That don't do something for me The way you kiss, the way you cry The way you move when you walk by There ain't nothing 'bout you (Nothing 'bout you) That don't do something for me   In my life I've been hammered by some heavy blows That never knocked me off my feet All you gotta do is smile at me and down I go And baby, it's no mystery Why I surrender Girl, you got everything You might also like The way you look, the way you laugh The way you love with all you have There ain't nothing 'bout you That don't do something for me The way you kiss, the way you cry The way you move when you walk by There ain't nothing 'bout you (Nothing 'bout you) That don't do something for me  [Bridge] I love your attitude, your rose tattoo, your every thought Your smile, you lips and girl, the list goes on and on and on   The way you look, the way you laugh The way you love with all you have There ain't nothing 'bout you (Nothing 'bout you) That don't do something for me The way you kiss, the way you cry The way you move when you walk by There ain't nothing 'bout you That don't do something for me (Something for me) The way you look, the way you laugh The way you love with all you have Your dance, your drive, you make me feel alive The way you talk, the way you tease By now I think you see There ain't nothing 'bout you (Nothing 'bout you) That don't do something for me (Something for me)Embed;
I Run To You;Lady A;country;I run from hate I run from prejudice I run from pessimists But I run too late I run my life Or is it running me? Run from my past I run too fast Or too slow, it seems  [Pre-Chorus] When lies become the truth That's when I run to you   This world keeps spinning faster Into a new disaster, so I run to you I run to you, baby And when it all starts comin' undone Baby, you're the only one I run to I run to you   We run on fumes Your life and mine Like the sands of time Slipping right on through You might also like[Pre-Chorus] And our love's the only truth That's why I run to you   This world keeps spinning faster Into a new disaster, so I run to you I run to you, baby And when it all starts comin' undone Baby, you're the only one I run to I run to you  [Interlude: Charles & Hillary] Woah-woah Oh, I run to you   This world keeps spinning faster Into a new disaster, so I run to you I run to you, baby And when it all starts comin' undone Baby, you're the only one I run to  [Outro: Charles & Hillary] I run to you, I run to you, yeah Woah-woah Oh, I run to you I run to you, girl Woah-woah I always run to you Run to you Run to you7Embed;
